Prix,Année,BoiteàV,Carburant,kilometrage,Marque,Model,NBporte,Origine,Première main,Puissance fiscale,Etat,équipements
550 000 DH,2020,Automatique,Essence,75 000 - 79 999,Porsche,Macan,5,WW au Maroc,Non,11 CV,Excellent,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
345 000 DH,2020,Automatique,Diesel,180 000 - 189 999,Volvo,XC60,5,WW au Maroc,Non,8 CV,Bon,"[""Syst\u00e8me de navigation/GPS"", ""Airbags"", ""Jantes aluminium"", ""Si\u00e8ges cuir""]"
159 000 DH,2019,Manuelle,Diesel,140 000 - 149 999,Renault,Megane,5,WW au Maroc,Oui,6 CV,Excellent,[]
128 000 DH,2020,Manuelle,Diesel,120 000 - 129 999,Nissan,Micra,5,WW au Maroc,Non,6 CV,Très bon,[]
75 000 DH,2015,Manuelle,Essence,100 000 - 109 999,Ford,Ka,3,WW au Maroc,Non,7 CV,Excellent,[]
167 000 DH,2014,Automatique,Diesel,20 000 - 24 999,Volkswagen,Tiguan,5,WW au Maroc,Non,8 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Airbags""]"
280 000 DH,2021,Automatique,Diesel,100 000 - 109 999,Hyundai,Tucson,5,WW au Maroc,Oui,6 CV,Excellent,[]
230 000 DH,2018,Automatique,Diesel,140 000 - 149 999,Renault,Koleos,5,WW au Maroc,Non,8 CV,Bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
390 000 DH,2021,Automatique,Diesel,80 000 - 84 999,Volkswagen,Touareg,Oui,36 CV,Excellent,CD/MP3/Bluetooth,Caméra de recul,"[""Climatisation"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Si\u00e8ges cuir""]"
235 000 DH,2024,Automatique,Essence,0 - 4 999,Renault,Captur,5,WW au Maroc,Oui,8 CV,Excellent,[]
335 000 DH,2024,Automatique,Diesel,45 000 - 49 999,Volkswagen,Golf 8,5,WW au Maroc,Oui,9 CV,Neuf,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
236 000 DH,2021,Manuelle,Diesel,85 000 - 89 999,Jeep,Compass,5,WW au Maroc,Oui,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
280 000 DH,2023,Automatique,Diesel,30 000 - 34 999,Hyundai,Tucson,5,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
147 000 DH,2018,Manuelle,Diesel,5 000 - 9 999,Dacia,Dokker,WW au Maroc,Oui,6 CV,Excellent,,[]
83 000 DH,2017,Manuelle,Essence,150 000 - 159 999,Dacia,Logan,5,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
63 000 DH,2013,Manuelle,Essence,0 - 4 999,Hyundai,i10,5,WW au Maroc,Non,6 CV,Très bon,"[""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Airbags""]"
30 000 DH,2011,Manuelle,Essence,200 000 - 249 999,Chery,QQ,5,Non,5 CV,Très bon,Climatisation,[]
155 000 DH,2019,Automatique,Essence,30 000 - 34 999,Smart,ForTwo,Pas encore dédouanée,Oui,4 CV,Bon,ABS,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
295 000 DH,2017,Automatique,Diesel,140 000 - 149 999,Audi,A3,5,Importée neuve,Non,8 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
630 000 DH,2008,Manuelle,Diesel,35 000 - 39 999,Opel,Corsa,5,WW au Maroc,Non,5 CV,Très bon,[]
48 000 DH,1995,Manuelle,Diesel,30 000 - 34 999,Mercedes-Benz,220,5,Dédouanée,8 CV,Très bon,,[]
239 000 DH,2019,Automatique,Diesel,90 000 - 94 999,Jeep,Grand Cherokee,5,WW au Maroc,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
170 000 DH,2012,Automatique,Diesel,200 000 - 249 999,BMW,Série 5,5,WW au Maroc,Non,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
132 000 DH,2020,Manuelle,Diesel,30 000 - 34 999,Dacia,Sandero,5,WW au Maroc,6 CV,Neuf,ABS,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
65 000 DH,2011,Manuelle,Essence,110 000 - 119 999,Toyota,Aygo,5,WW au Maroc,Oui,6 CV,Très bon,"[""ABS"", ""Airbags""]"
87 000 DH,2014,Manuelle,Diesel,200 000 - 249 999,Peugeot,208,6 CV,Très bon,,,,[]
335 000 DH,2024,Automatique,Diesel,30 000 - 34 999,BMW,Série 1,5,WW au Maroc,Oui,7 CV,Neuf,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
188 000 DH,2020,Manuelle,Diesel,110 000 - 119 999,Kia,Seltos,5,WW au Maroc,Non,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Airbags""]"
30 000 DH,2008,Manuelle,Essence,250 000 - 299 999,Chevrolet,Spark,5,Non,6 CV,Bon,,[]
180 000 DH,2022,Automatique,Essence,5 000 - 9 999,Nissan,Juke,5,WW au Maroc,Oui,6 CV,Bon,[]
179 000 DH,2019,Manuelle,Diesel,100 000 - 109 999,Peugeot,3008,5,WW au Maroc,Oui,8 CV,Très bon,[]
195 000 DH,2022,Automatique,Essence,40 000 - 44 999,Nissan,Juke,5,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
340 000 DH,2018,Automatique,Diesel,90 000 - 94 999,Ford,Ranger,5,Dédouanée,Non,9 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
63 000 DH,2005,Manuelle,Diesel,250 000 - 299 999,Toyota,RAV 4,5,Pas encore dédouanée,Non,8 CV,Neuf,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
97 000 DH,2014,Manuelle,Diesel,160 000 - 169 999,Peugeot,Tepee,5,WW au Maroc,6 CV,Bon,Verrouillage centralisé à distance,"[""Vitres \u00e9lectriques""]"
115 000 DH,2020,Manuelle,Essence,65 000 - 69 999,Skoda,Fabia,5,WW au Maroc,Oui,6 CV,Excellent,"[""Climatisation"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Jantes aluminium"", ""Radar de recul""]"
148 000 DH,2024,Manuelle,Diesel,0 - 4 999,Renault,Express,3,WW au Maroc,Oui,6 CV,Excellent,[]
268 000 DH,2021,Automatique,Hybride,130 000 - 139 999,Kia,K5,5,WW au Maroc,Non,11 CV,Bon,"[""Syst\u00e8me de navigation/GPS"", ""Toit ouvrant"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Airbags""]"
67 000 DH,2009,Manuelle,Diesel,160 000 - 169 999,Kia,Carens,5,WW au Maroc,Oui,8 CV,Excellent,"[""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Airbags""]"
275 000 DH,2021,Automatique,Diesel,140 000 - 149 999,Kia,Sportage,5,WW au Maroc,Oui,8 CV,Excellent,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
315 000 DH,2018,Automatique,Diesel,110 000 - 119 999,BMW,Série 5,5,Oui,8 CV,Excellent,ABS,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
80 000 DH,2002,Manuelle,Diesel,350 000 - 399 999,Volkswagen,Golf 4,5,Dédouanée,Non,8 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
165 000 DH,2017,Manuelle,Diesel,140 000 - 149 999,Ford,Focus,5,WW au Maroc,Non,6 CV,Très bon,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
158 000 DH,2020,Manuelle,Diesel,110 000 - 119 999,Dacia,Dokker,6 CV,Très bon,,,,[]
193 000 DH,2020,Automatique,Diesel,140 000 - 149 999,Skoda,Octavia,5,WW au Maroc,Non,8 CV,Très bon,"[""Radar de recul"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Airbags""]"
123 000 DH,2021,Manuelle,Diesel,120 000 - 129 999,Renault,Clio,5,WW au Maroc,Non,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
330 000 DH,2023,Automatique,Diesel,5 000 - 9 999,Volkswagen,T-Roc,5,WW au Maroc,Oui,8 CV,Excellent,"[""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Airbags""]"
55 000 DH,2005,Manuelle,Diesel,350 000 - 399 999,Volkswagen,Polo,5,WW au Maroc,Non,8 CV,Très bon,[]
58 000 DH,2007,Automatique,Diesel,300 000 - 349 999,Mercedes-Benz,220,Dédouanée,9 CV,Bon,Airbags,Jantes aluminium,"[""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""R\u00e9gulateur de vitesse"", ""Si\u00e8ges cuir""]"
370 000 DH,2021,Automatique,Diesel,100 000 - 109 999,Audi,A6,5,WW au Maroc,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
112 000 DH,2011,Manuelle,Diesel,25 000 - 29 999,Citroen,Berlingo,5,6 CV,Correct,ESP,Jantes aluminium,"[""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques""]"
58 000 DH,2003,Manuelle,Essence,30 000 - 34 999,Toyota,Corolla,5,8 CV,Très bon,ABS,Airbags,"[""Verrouillage centralis\u00e9 \u00e0 distance"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Climatisation""]"
60 000 DH,2008,Manuelle,Diesel,300 000 - 349 999,Peugeot,Partner,5,Importée neuve,Non,6 CV,Très bon,[]
330 000 DH,2023,Automatique,Diesel,30 000 - 34 999,BMW,Série 1,6 CV,,,,,[]
265 000 DH,2017,Automatique,Diesel,150 000 - 159 999,BMW,X5,WW au Maroc,Oui,10 CV,Excellent,ABS,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
100 000 DH,2015,Manuelle,Diesel,250 000 - 299 999,Peugeot,208,5,WW au Maroc,Oui,12 CV,Très bon,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
108 000 DH,2019,Manuelle,Diesel,150 000 - 159 999,Renault,Clio,5,WW au Maroc,Non,6 CV,Très bon,[]
70 000 DH,2010,Manuelle,Diesel,200 000 - 249 999,Peugeot,Partner,5,6 CV,Très bon,ABS,Airbags,"[""Climatisation"", ""CD/MP3/Bluetooth"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
228 000 DH,2021,Automatique,Diesel,80 000 - 84 999,Skoda,Octavia,5,WW au Maroc,Oui,8 CV,Neuf,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
190 000 DH,2019,Automatique,Diesel,65 000 - 69 999,Opel,Antara,5,WW au Maroc,Non,5 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
95 000 DH,2013,Manuelle,Diesel,200 000 - 249 999,Opel,Astra,5,WW au Maroc,Oui,7 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
139 000 DH,2021,Automatique,Essence,50 000 - 54 999,Fiat,500,3,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
185 000 DH,2015,Automatique,Diesel,180 000 - 189 999,BMW,Série 5,5,WW au Maroc,Non,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
177 000 DH,2024,Manuelle,Diesel,5 000 - 9 999,Dacia,Sandero,5,Oui,6 CV,Neuf,ABS,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
50 000 DH,2002,Manuelle,Diesel,5 000 - 9 999,Volkswagen,Polo,5,WW au Maroc,Non,6 CV,Bon,"[""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Climatisation"", ""Airbags""]"
157 000 DH,2023,Manuelle,Diesel,45 000 - 49 999,Renault,Express,3,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
118 000 DH,2020,Manuelle,Diesel,100 000 - 109 999,Citroen,C3,5,Dédouanée,Non,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
58 000 DH,2010,Manuelle,Essence,180 000 - 189 999,Peugeot,207,5,WW au Maroc,Oui,8 CV,Très bon,[]
102 000 DH,2017,Manuelle,Diesel,190 000 - 199 999,Renault,Clio,5,WW au Maroc,Non,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
30 000 DH,2001,Manuelle,Essence,130 000 - 139 999,Peugeot,306,5,WW au Maroc,Non,8 CV,Bon,[]
280 000 DH,2014,Automatique,Diesel,170 000 - 179 999,Land Rover,Range Rover Sport,5,WW au Maroc,Oui,12 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
115 000 DH,2023,Manuelle,Essence,70 000 - 74 999,Kia,Picanto,5,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Airbags""]"
110 000 DH,2011,Automatique,Essence,140 000 - 149 999,BMW,Série 1,3,Dédouanée,Non,11 CV,Très bon,"[""CD/MP3/Bluetooth"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Airbags""]"
240 000 DH,2022,Automatique,Diesel,60 000 - 64 999,Peugeot,308,5,WW au Maroc,Non,6 CV,Excellent,[]
118 000 DH,2015,Automatique,Diesel,190 000 - 199 999,Renault,Megane,5,Dédouanée,Non,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
140 000 DH,2021,Manuelle,Essence,0 - 4 999,Renault,Clio,5,WW au Maroc,Non,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
185 000 DH,2017,Manuelle,Diesel,95 000 - 99 999,Nissan,Qashqai,5,WW au Maroc,Oui,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
435 000 DH,2021,Automatique,Diesel,50 000 - 54 999,BMW,Série 5,5,WW au Maroc,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
