Prix,Année,BoiteàV,Carburant,kilometrage,Marque,Model,NBporte,Origine,Première main,Puissance fiscale,Etat,équipements
22 000 DH,1990,Manuelle,Diesel,25 000 - 29 999,Peugeot,405,Importée neuve,10 CV,,,,[]
69 000 DH,2010,Manuelle,Diesel,200 000 - 249 999,Peugeot,Partner,5,WW au Maroc,6 CV,Excellent,ABS,"[""Airbags"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
170 000 DH,2015,Automatique,Diesel,130 000 - 139 999,Hyundai,Santa Fe,5,Dédouanée,Non,9 CV,Très bon,"[""Limiteur de vitesse"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
50 000 DH,2005,Manuelle,Essence,140 000 - 149 999,Peugeot,206,5,WW au Maroc,Non,6 CV,Très bon,"[""Airbags"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
58 000 DH,2009,Manuelle,Essence,190 000 - 199 999,Ford,Focus,5,WW au Maroc,Non,9 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
248 000 DH,2020,Manuelle,Diesel,190 000 - 199 999,Mitsubishi,Canter,3,WW au Maroc,Oui,7 CV,Neuf,[]
145 000 DH,2015,Manuelle,Diesel,0 - 4 999,Volkswagen,Caddy,5,Importée neuve,Non,7 CV,Excellent,"[""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
255 000 DH,2021,Automatique,Diesel,130 000 - 139 999,Kia,K5,11 CV,Excellent,,,,[]
129 000 DH,2013,Manuelle,Diesel,170 000 - 179 999,Hyundai,ix35,8 CV,ABS,Airbags,Climatisation,Jantes aluminium,"[""Limiteur de vitesse"", ""Ordinateur de bord"", ""Si\u00e8ges cuir"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
108 000 DH,2017,Manuelle,Diesel,15 000 - 19 999,Renault,Clio,7 CV,,,,,[]
478 999 DH,2022,Automatique,Diesel,85 000 - 89 999,Audi,Q3,5,WW au Maroc,Non,8 CV,Excellent,[]
208 000 DH,2022,Manuelle,Diesel,50 000 - 54 999,Seat,Arona,5,WW au Maroc,Oui,6 CV,Excellent,[]
245 000 DH,2019,Automatique,Diesel,110 000 - 119 999,Skoda,Superb,5,Importée neuve,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
47 000 DH,2011,Manuelle,Diesel,170 000 - 179 999,Dacia,Logan,5,WW au Maroc,Non,6 CV,Bon,[]
152 000 DH,2022,Manuelle,Diesel,50 000 - 54 999,Dacia,Sandero,5,WW au Maroc,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
108 000 DH,2016,Manuelle,Diesel,200 000 - 249 999,Kia,Soul,5,WW au Maroc,Non,6 CV,Très bon,"[""Jantes aluminium"", ""Airbags"", ""Cam\u00e9ra de recul"", ""Climatisation"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS""]"
370 000 DH,2019,Automatique,Diesel,130 000 - 139 999,Land Rover,Range Rover Velar,5,WW au Maroc,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
205 000 DH,2014,Automatique,Diesel,200 000 - 249 999,Volkswagen,Golf 7,5,Dédouanée,Non,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
138 000 DH,2015,Automatique,Diesel,200 000 - 249 999,Hyundai,i40,5,WW au Maroc,Non,7 CV,Excellent,[]
293 000 DH,2021,Automatique,Diesel,30 000 - 34 999,Volkswagen,Passat,5,WW au Maroc,Oui,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS""]"
134 000 DH,2013,Manuelle,Diesel,180 000 - 189 999,Toyota,RAV 4,5,WW au Maroc,Non,9 CV,Très bon,"[""Ordinateur de bord"", ""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
420 000 DH,2022,Automatique,Diesel,85 000 - 89 999,Volkswagen,Golf 8,5,Dédouanée,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
35 000 DH,1999,Manuelle,Diesel,350 000 - 399 999,Peugeot,306,5,Dédouanée,Non,7 CV,Correct,"[""Si\u00e8ges cuir"", ""Airbags"", ""Radar de recul"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
125 000 DH,2020,Manuelle,Essence,50 000 - 54 999,Toyota,Yaris,5,WW au Maroc,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
55 000 DH,2000,Automatique,Diesel,5 000 - 9 999,Volkswagen,Passat,5,WW au Maroc,7 CV,Très bon,Jantes aluminium,[]
65 000 DH,1996,Manuelle,Diesel,350 000 - 399 999,Mitsubishi,Pajero,3,WW au Maroc,Non,10 CV,Très bon,"[""Jantes aluminium"", ""Airbags"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
240 000 DH,2020,Automatique,Diesel,50 000 - 54 999,Jeep,Compass,5,WW au Maroc,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
175 000 DH,2013,Automatique,Diesel,110 000 - 119 999,Audi,A3,5,WW au Maroc,Oui,6 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
125 000 DH,2019,Automatique,Diesel,130 000 - 139 999,Renault,Clio,5,WW au Maroc,Non,6 CV,Excellent,[]
185 000 DH,2016,Automatique,Diesel,180 000 - 189 999,Nissan,X-Trail,5,Dédouanée,Non,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
197 000 DH,2019,Automatique,Essence,50 000 - 54 999,Toyota,C-HR,5,WW au Maroc,Oui,10 CV,Très bon,[]
107 000 DH,2018,Manuelle,Diesel,190 000 - 199 999,Peugeot,301,5,WW au Maroc,Non,6 CV,Excellent,[]
65 000 DH,2002,Manuelle,Diesel,250 000 - 299 999,Volkswagen,Golf 4,5,WW au Maroc,Non,8 CV,Excellent,"[""Ordinateur de bord"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
98 000 DH,2019,Manuelle,Diesel,110 000 - 119 999,Fiat,Doblo,5,WW au Maroc,5 CV,,,[]
57 000 DH,2006,Manuelle,Essence,140 000 - 149 999,Mini,Cooper,3,9 CV,Excellent,Airbags,Caméra de recul,"[""Jantes aluminium"", ""Climatisation"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
178 000 DH,2018,Manuelle,Diesel,160 000 - 169 999,Skoda,Octavia,8 CV,Très bon,ABS,Airbags,Climatisation,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
450 000 DH,2017,Automatique,Diesel,130 000 - 139 999,Land Rover,Range Rover Sport,5,WW au Maroc,Non,12 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Ordinateur de bord"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
83 000 DH,2011,Manuelle,Diesel,190 000 - 199 999,Ford,Fiesta,5,WW au Maroc,Non,6 CV,Bon,"[""Limiteur de vitesse"", ""Airbags"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""ABS"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
280 000 DH,2019,Automatique,Diesel,100 000 - 109 999,Volkswagen,Touareg,5,WW au Maroc,Oui,12 CV,Bon,[]
215 000 DH,2021,Manuelle,Diesel,25 000 - 29 999,Seat,Arona,5,WW au Maroc,Oui,7 CV,Excellent,[]
265 000 DH,2021,Automatique,Diesel,80 000 - 84 999,Volkswagen,Passat,5,WW au Maroc,Non,8 CV,Excellent,[]
83 000 DH,2001,Manuelle,Diesel,200 000 - 249 999,Volkswagen,Golf 4,5,Dédouanée,Non,8 CV,Très bon,"[""Ordinateur de bord"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
118 000 DH,2021,Manuelle,Diesel,110 000 - 119 999,Dacia,Logan,WW au Maroc,6 CV,Excellent,,,[]
310 000 DH,2021,Automatique,Diesel,160 000 - 169 999,Volkswagen,Tiguan,5,Pas encore dédouanée,Non,8 CV,Excellent,"[""Jantes aluminium"", ""Airbags"", ""Cam\u00e9ra de recul"", ""Toit ouvrant"", ""Climatisation"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques""]"
90 000 DH,2019,Manuelle,Essence,45 000 - 49 999,Citroen,C1,5,WW au Maroc,Oui,6 CV,Excellent,"[""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Airbags"", ""Cam\u00e9ra de recul"", ""Climatisation"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques""]"
100 000 DH,2019,Automatique,Essence,100 000 - 109 999,Kia,Picanto,5,Dédouanée,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
169 000 DH,2015,Automatique,Diesel,140 000 - 149 999,Volkswagen,Touareg,5,WW au Maroc,Oui,11 CV,Bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
32 000 DH,1995,Manuelle,Diesel,10 000 - 14 999,Peugeot,306,3,8 CV,Très bon,Climatisation,Vitres électriques,[]
178 000 DH,2014,Manuelle,Diesel,200 000 - 249 999,Audi,Q5,5,WW au Maroc,Oui,8 CV,Excellent,[]
120 000 DH,2016,Manuelle,Diesel,110 000 - 119 999,Volkswagen,Polo,5,WW au Maroc,Oui,6 CV,Bon,"[""Limiteur de vitesse"", ""Airbags"", ""Climatisation"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
270 000 DH,2016,Automatique,Diesel,140 000 - 149 999,BMW,X5,5,WW au Maroc,Non,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
109 000 DH,2012,Manuelle,Diesel,200 000 - 249 999,Ford,Focus,5,WW au Maroc,Non,6 CV,Bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
310 000 DH,2020,Automatique,Essence,50 000 - 54 999,BMW,Série 1,5,Dédouanée,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Ordinateur de bord"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
130 000 DH,2014,Manuelle,Diesel,170 000 - 179 999,Toyota,Corolla,5,WW au Maroc,Oui,5 CV,Très bon,"[""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
240 000 DH,2017,Automatique,Diesel,75 000 - 79 999,Audi,A3,5,Importée neuve,Non,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
228 000 DH,2015,Automatique,Diesel,160 000 - 169 999,Audi,A6,5,Importée neuve,8 CV,Excellent,,[]
210 000 DH,2016,Automatique,Diesel,130 000 - 139 999,Land Rover,Range Rover Evoque,Oui,8 CV,Très bon,Airbags,Caméra de recul,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
135 000 DH,2012,Automatique,Diesel,200 000 - 249 999,Hyundai,ix35,5,WW au Maroc,Oui,7 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
55 000 DH,1999,Manuelle,Diesel,20 000 - 24 999,Mercedes-Benz,220,5,Dédouanée,Non,8 CV,Bon,"[""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Climatisation"", ""ABS"", ""ESP"", ""Vitres \u00e9lectriques""]"
215 000 DH,2016,Automatique,Diesel,130 000 - 139 999,Land Rover,Range Rover Evoque,5,WW au Maroc,Non,9 CV,Très bon,[]
53 000 DH,2000,Manuelle,Diesel,250 000 - 299 999,Mitsubishi,Pajero,5,WW au Maroc,Non,11 CV,Bon,"[""Jantes aluminium"", ""Airbags"", ""CD/MP3/Bluetooth"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
127 000 DH,2021,Manuelle,Essence,60 000 - 64 999,Toyota,Yaris,5,WW au Maroc,Oui,6 CV,Très bon,"[""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
102 000 DH,2019,Manuelle,Diesel,40 000 - 44 999,Renault,Kangoo,5,WW au Maroc,Oui,6 CV,Très bon,"[""Airbags"", ""CD/MP3/Bluetooth""]"
138 000 DH,2013,Manuelle,Diesel,65 000 - 69 999,Ford,Focus,5,WW au Maroc,Oui,6 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
90 000 DH,2016,Manuelle,Diesel,180 000 - 189 999,Peugeot,Bipper,5,WW au Maroc,Non,6 CV,Très bon,[]
335 000 DH,2020,Automatique,Diesel,160 000 - 169 999,Volvo,XC60,5,WW au Maroc,Non,8 CV,Bon,"[""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Airbags"", ""Climatisation"", ""Syst\u00e8me de navigation/GPS""]"
159 000 DH,2022,Manuelle,Diesel,70 000 - 74 999,Renault,Express,5,WW au Maroc,Non,6 CV,Excellent,[]
147 000 DH,2020,Manuelle,Diesel,65 000 - 69 999,Citroen,Berlingo,5,WW au Maroc,Oui,6 CV,Excellent,[]
119 000 DH,2011,Automatique,Diesel,190 000 - 199 999,Volkswagen,Touareg,5,WW au Maroc,Non,12 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
155 000 DH,2012,Manuelle,Diesel,190 000 - 199 999,Volkswagen,Tiguan,5,Dédouanée,Non,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
200 000 DH,2019,Manuelle,Diesel,120 000 - 129 999,Seat,Leon,WW au Maroc,Oui,7 CV,Excellent,ABS,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
155 000 DH,2019,Automatique,Essence,30 000 - 34 999,Smart,ForTwo,Pas encore dédouanée,Oui,4 CV,Bon,ABS,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
180 000 DH,2021,Manuelle,Diesel,120 000 - 129 999,Citroen,Berlingo,5,WW au Maroc,Oui,6 CV,Excellent,[]
75 000 DH,2022,Manuelle,Essence,40 000 - 44 999,DFSK,K01s,3,WW au Maroc,Oui,5 CV,Excellent,"[""Airbags"", ""ABS""]"
110 000 DH,2021,Manuelle,Diesel,10 000 - 14 999,Fiat,Doblo,5,WW au Maroc,5 CV,Très bon,Airbags,"[""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques""]"
129 000 DH,2020,Manuelle,Diesel,120 000 - 129 999,Dacia,Sandero,5,WW au Maroc,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
165 000 DH,2022,Manuelle,Diesel,40 000 - 44 999,Renault,Clio,5,WW au Maroc,Oui,4 CV,Excellent,"[""Limiteur de vitesse"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
297 000 DH,2017,Automatique,Diesel,110 000 - 119 999,Mercedes-Benz,220,5,WW au Maroc,Oui,9 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
225 000 DH,2022,Automatique,Diesel,100 000 - 109 999,Citroen,C4,5,WW au Maroc,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
172 000 DH,2016,Automatique,Diesel,180 000 - 189 999,Skoda,Octavia,5,WW au Maroc,Non,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Ordinateur de bord"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
145 000 DH,2013,Automatique,Diesel,180 000 - 189 999,DS,DS5,5,WW au Maroc,Non,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Ordinateur de bord"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
285 000 DH,2020,Automatique,Diesel,95 000 - 99 999,BMW,Série 1,6 CV,Excellent,,,,[]
