Prix,BoiteàV,Carburant,kilometrage,NBporte,Origine,Première main,Puissance fiscale,Etat,Age,Limiteur de vitesse,Jantes aluminium,CD/MP3/Bluetooth,Climatisation,Vitres électriques,Verrouillage centralisé à distance,Airbags,Caméra de recul,Système de navigation/GPS,Radar de recul,ESP,ABS,Ordinateur de bord,Régulateur de vitesse,Sièges cuir,Toit ouvrant,Marque_freq,Modèle_freq
135.0,0,0,0.39551158113506624,5,1.0,0,-0.743596211215475,2.0,-0.2907168972553008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04552438399817903,0.011267285039549308
28.0,0,1,2.130054260554206,5,1.0,0,-0.743596211215475,2.0,2.1673287672363233,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.047629886758094805,0.004438627439822455
119.0,0,0,0.39551158113506624,5,3.0,0,-0.743596211215475,2.0,0.25551547263172675,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0.005519831559779207,0.0013657315199453706
145.0,1,1,-1.1531872397748801,5,1.0,1,-0.743596211215475,3.0,-0.15415880478354393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08655323507653787,0.02646104819894156
228.0,1,0,0.14771976978947482,5,1.0,0,2.3286695841851497,2.0,-0.4272749897270577,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.11938769703522449,0.013884937119444602
100.5,0,0,1.5105747321902276,5,1.0,0,0.7925366864848372,3.0,1.074864027462268,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.07283901439708644,0.014055653559437773
130.0,0,0,-0.10007204155611658,5,1.0,1,-0.743596211215475,2.0,-0.7003911746705714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08655323507653787,0.014112559039435498
180.0,1,0,-0.22396794722891228,5,1.0,1,-0.743596211215475,3.0,-0.5638330821988146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.02930632219882775,0.009047971319638082
29.0,0,1,1.5105747321902276,5,1.0,0,-0.23155191198203764,2.0,2.4404449521798366,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.005576737039776931,0.0007966767199681329
38.0,0,1,0.7671992981534533,5,1.0,0,-1.2556405104489126,2.0,1.074864027462268,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.007909861719683605,0.0009673931599613043
135.0,0,0,0.6433033924806576,5,1.0,1,-0.743596211215475,3.0,-0.2907168972553008,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0.03448472087862061,0.006601035679735958
155.0,0,0,-0.7195515699200951,5,1.0,0,-0.743596211215475,1.0,-0.9735073596140853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1093723325556251,0.00722699595971092
130.0,0,0,0.519407486807862,5,1.0,1,-0.23155191198203764,2.0,-0.7003911746705714,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.08655323507653787,0.014112559039435498
110.0,0,0,-1.586822909629665,5,1.0,0,0.2804923872513998,1.0,0.11895738015996983,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0.08000910487679963,0.003300517839867979
25.0,0,0,-1.586822909629665,5,1.0,0,-1.7676848096823499,1.0,-1.383181637029356,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047629886758094805,0.004438627439822455
475.0,1,0,-1.0912392869384822,5,1.0,1,0.2804923872513998,3.0,-1.1100654520858422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.03602116883855915,0.009275593239628977
123.0,0,0,0.14771976978947482,5,1.0,1,-0.743596211215475,3.0,-0.2907168972553008,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.1093723325556251,0.014681613839412735
88.0,0,0,-1.586822909629665,5,1.0,0,-0.743596211215475,2.0,-0.017600712311787052,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0.08000910487679963,0.019689296079212427
180.0,0,0,-0.7195515699200951,5,1.0,1,-0.743596211215475,2.0,-0.9735073596140853,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.057076196437716956,0.010186080919592557
146.0,1,0,0.023823864116679114,5,1.0,0,-0.743596211215475,2.0,-0.2907168972553008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.11938769703522449,0.007283901439708644
465.0,1,0,-0.347863852901708,3,2.0,0,0.2804923872513998,2.0,-0.2907168972553008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.07283901439708644,0.0105275137995789
230.0,1,0,0.023823864116679114,5,1.0,1,-0.743596211215475,3.0,-0.8369492671423284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057076196437716956,0.0024469356399021225
137.0,1,0,-0.5337077114109016,5,1.0,1,-0.743596211215475,3.0,-0.5638330821988146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1093723325556251,0.03892334831844307
93.0,0,0,0.39551158113506624,5,1.0,1,-0.743596211215475,3.0,-0.5638330821988146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.08000910487679963,0.019689296079212427
115.0,0,0,0.14771976978947482,3,1.0,1,-0.743596211215475,2.0,0.3920735651034836,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.042451488078301944,0.0006828657599726853
175.0,1,1,-1.215135192611278,5,1.0,1,0.2804923872513998,3.0,-0.5638330821988146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.01024298639959028,0.00034143287998634266
65.0,0,0,2.130054260554206,5,1.0,0,0.2804923872513998,3.0,1.4845383048775387,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0.11938769703522449,0.008194389119672225
125.0,1,0,0.2716156754622705,5,1.0,1,0.2804923872513998,3.0,0.25551547263172675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.008535821999658567,0.00466624935981335
45.0,0,1,0.8910952038262491,5,3.0,0,0.2804923872513998,2.0,2.3038868597080797,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0.1093723325556251,0.01849428099926023
120.0,0,0,0.7671992981534533,5,1.0,1,0.2804923872513998,3.0,0.3920735651034836,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0.04552438399817903,0.011210379559551585
124.0,0,0,-0.4098118057381058,5,1.0,1,-0.743596211215475,2.0,-0.8369492671423284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.1093723325556251,0.03892334831844307
260.0,1,0,0.023823864116679114,5,1.0,1,0.2804923872513998,2.0,-0.5638330821988146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057076196437716956,0.00796676719968133
33.0,0,0,1.5105747321902276,5,3.0,0,-0.743596211215475,3.0,1.7576544898210524,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03448472087862061,0.0007966767199681329
128.0,1,0,-1.3390310982840736,5,2.0,0,0.2804923872513998,2.0,-0.2907168972553008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.11938769703522449,0.011665623399533375
55.0,0,0,2.130054260554206,5,2.0,0,0.2804923872513998,1.0,2.0307706747645664,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0.11938769703522449,0.0043248164798270075
195.0,1,1,-1.4009790511204714,5,1.0,1,0.7925366864848372,3.0,-1.246623544557599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057076196437716956,0.010186080919592557
120.0,0,0,-1.4009790511204714,5,1.0,1,1.3045809857182746,3.0,0.8017478425187543,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0.005576737039776931,0.0010242986399590281
368.0,1,0,0.2716156754622705,5,3.0,1,0.2804923872513998,2.0,-0.7003911746705714,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0.11938769703522449,0.02646104819894156
85.0,0,1,-0.10007204155611658,5,1.0,0,-0.743596211215475,2.0,-0.8369492671423284,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0.1093723325556251,0.03892334831844307
82.0,0,1,-1.1531872397748801,3,1.0,0,-0.743596211215475,3.0,-0.9735073596140853,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0010242986399590281,0.00034143287998634266
90.0,1,0,1.5105747321902276,5,2.0,0,1.8166252849517122,1.0,0.8017478425187543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025322938598987082,0.008649632959654015
117.0,0,0,0.7671992981534533,5,1.0,0,-0.23155191198203764,3.0,0.25551547263172675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02930632219882775,0.009047971319638082
80.0,1,0,-1.2770831454476756,3,3.0,1,-1.2556405104489126,3.0,-0.4272749897270577,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047629886758094805,0.014055653559437773
163.0,0,0,-1.5248749567932671,5,1.0,1,-0.743596211215475,3.0,-1.1100654520858422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.08655323507653787,0.02088431115916463
420.0,1,3,-1.1531872397748801,5,3.0,1,2.8407138834185868,3.0,-1.1100654520858422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.04552438399817903,0.0009673931599613043
46.0,0,1,-0.4717597585745037,5,1.0,1,-0.743596211215475,2.0,1.7576544898210524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08000910487679963,0.006828657599726853
206.0,0,0,-1.4009790511204714,5,1.0,1,-0.743596211215475,2.0,-0.9735073596140853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1093723325556251,0.0031867068798725317
167.0,0,0,-1.586822909629665,5,1.0,1,-0.743596211215475,1.0,-1.246623544557599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08655323507653787,0.02088431115916463
510.0,1,1,-0.7195515699200951,5,2.0,0,1.8166252849517122,3.0,-0.8369492671423284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.11938769703522449,0.02646104819894156
120.0,0,1,-1.5248749567932671,5,1.0,1,-0.743596211215475,3.0,-0.8369492671423284,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0.057076196437716956,0.0054629260797814825
110.0,0,0,0.7671992981534533,5,1.0,0,0.2804923872513998,1.0,0.3920735651034836,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0.014681613839412735,0.00887725487964491
20.0,0,0,-0.4098118057381058,5,1.0,0,-0.23155191198203764,1.0,2.1673287672363233,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.047629886758094805,0.002902179479883913
132.0,0,0,1.5105747321902276,5,1.0,0,-0.743596211215475,3.0,-0.15415880478354393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04552438399817903,0.011267285039549308
125.0,0,0,-0.10007204155611658,5,1.0,0,-0.743596211215475,2.0,-0.4272749897270577,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.08655323507653787,0.02088431115916463
73.0,0,0,0.6433033924806576,5,3.0,0,0.7925366864848372,2.0,1.3479802124057818,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0.1093723325556251,0.00022762191999089513
265.0,1,0,-1.3390310982840736,5,1.0,1,-0.743596211215475,3.0,-1.246623544557599,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0.1093723325556251,0.01849428099926023
185.0,1,0,1.5105747321902276,5,3.0,0,0.7925366864848372,2.0,0.25551547263172675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.07283901439708644,0.0021624082399135038
56.0,0,1,0.14771976978947482,5,1.0,0,-0.743596211215475,2.0,0.25551547263172675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1093723325556251,0.03892334831844307
220.0,1,0,-0.9053954284292887,3,1.0,1,0.2804923872513998,3.0,-0.5638330821988146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.11938769703522449,0.011665623399533375
150.5,0,0,-0.4098118057381058,5,1.0,0,-0.23155191198203764,1.0,-0.017600712311787052,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0.057076196437716956,0.003869572639845217
220.0,1,0,0.7671992981534533,5,3.0,1,0.2804923872513998,3.0,0.11895738015996983,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.03602116883855915,0.0047800603198087975
150.0,1,0,-0.10007204155611658,5,1.0,0,0.2804923872513998,1.0,-0.4272749897270577,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0.04552438399817903,0.0020485972799180563
226.0,1,0,-1.586822909629665,5,1.0,1,-0.743596211215475,3.0,-1.1100654520858422,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0.057076196437716956,0.0034143287998634267
123.0,0,0,0.8910952038262491,5,3.0,0,0.2804923872513998,2.0,1.074864027462268,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0.07283901439708644,0.01325897683946964
148.0,0,0,0.023823864116679114,5,1.0,0,-0.743596211215475,3.0,-0.9735073596140853,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.03448472087862061,0.009275593239628977
275.0,1,0,-0.4098118057381058,5,1.0,0,0.2804923872513998,2.0,-0.4272749897270577,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0.042451488078301944,0.0008535821999658567
60.0,0,0,-1.0912392869384822,5,3.0,0,0.2804923872513998,2.0,2.1673287672363233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07283901439708644,0.014055653559437773
54.0,0,1,0.6433033924806576,5,1.0,0,-0.743596211215475,1.0,0.8017478425187543,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0.0279974961588801,0.009673931599613043
114.0,0,0,-0.10007204155611658,5,1.0,0,-0.743596211215475,2.0,-0.15415880478354393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11938769703522449,0.009844648039606213
126.0,0,0,0.7671992981534533,5,1.0,0,-0.23155191198203764,3.0,-0.017600712311787052,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.03448472087862061,0.0071131849997154726
270.0,1,0,-1.0912392869384822,5,1.0,1,-0.743596211215475,3.0,-1.1100654520858422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08655323507653787,0.02185170431912593
350.0,1,1,-0.22396794722891228,5,2.0,0,4.888891080352336,2.0,-0.4272749897270577,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.042451488078301944,0.010015364479599385
148.0,0,0,-0.7814995227564929,5,1.0,1,-0.743596211215475,3.0,-0.9735073596140853,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.08000910487679963,0.019689296079212427
190.0,0,0,-1.1531872397748801,5,1.0,1,-0.743596211215475,3.0,-1.1100654520858422,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0.1093723325556251,0.03892334831844307
540.0,1,0,-0.7195515699200951,5,1.0,0,2.3286695841851497,3.0,-0.5638330821988146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.07283901439708644,0.0010242986399590281
145.0,1,0,1.5105747321902276,5,3.0,1,0.7925366864848372,1.0,0.8017478425187543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.07283901439708644,0.014055653559437773
235.0,1,0,0.7671992981534533,5,1.0,0,-0.23155191198203764,2.0,-0.017600712311787052,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0.07283901439708644,0.01325897683946964
100.0,0,0,-1.1531872397748801,3,3.0,0,-0.23155191198203764,1.0,-0.2907168972553008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07283901439708644,0.00011381095999544757
107.0,1,0,0.6433033924806576,5,1.0,0,0.2804923872513998,2.0,0.3920735651034836,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0.04552438399817903,0.011210379559551585
96.0,0,0,-1.5248749567932671,5,1.0,0,-1.2556405104489126,3.0,-0.2907168972553008,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.08000910487679963,0.019689296079212427
32.0,0,1,-1.5248749567932671,5,1.0,0,-0.23155191198203764,1.0,2.0307706747645664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1093723325556251,0.0045524383998179025
295.0,1,2,-1.215135192611278,5,1.0,1,0.2804923872513998,3.0,-1.1100654520858422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1093723325556251,0.0005690547999772378
156.0,0,0,-0.5956556642472994,5,1.0,0,-0.743596211215475,3.0,-0.8369492671423284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02930632219882775,0.004381721959824731
620.0,1,2,-1.215135192611278,5,3.0,0,1.8166252849517122,3.0,-0.9735073596140853,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0.018152848119273885,0.0031867068798725317
585.0,1,0,0.14771976978947482,5,1.0,1,2.3286695841851497,3.0,-0.8369492671423284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.025322938598987082,0.008649632959654015
88.0,0,1,-0.22396794722891228,5,1.0,0,-0.23155191198203764,2.0,-0.5638330821988146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08000910487679963,0.019689296079212427
57.0,0,0,0.023823864116679114,5,3.0,0,0.2804923872513998,3.0,3.259793507010378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07283901439708644,0.003641950719854322
160.0,0,0,0.7671992981534533,5,1.0,0,0.2804923872513998,2.0,0.11895738015996983,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.11938769703522449,0.004609343879815626
298.0,1,0,-0.5956556642472994,5,1.0,1,0.2804923872513998,3.0,-1.1100654520858422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11938769703522449,0.0031867068798725317
635.0,1,0,-0.7195515699200951,5,1.0,0,2.3286695841851497,3.0,-0.8369492671423284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.025322938598987082,0.008649632959654015
89.0,0,0,0.6433033924806576,5,1.0,0,-0.743596211215475,3.0,0.25551547263172675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.017014738519319412,0.0032436123598702554
34.0,1,0,-1.586822909629665,5,1.0,1,-0.743596211215475,3.0,-1.246623544557599,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.057076196437716956,0.014852330279405907
175.0,0,0,-1.5248749567932671,3,1.0,0,1.3045809857182746,3.0,-0.4272749897270577,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.005576737039776931,0.0022762191999089513
117.0,0,0,-0.347863852901708,5,1.0,1,-0.743596211215475,2.0,-0.4272749897270577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08655323507653787,0.02088431115916463
198.0,1,0,-0.5956556642472994,5,1.0,1,0.2804923872513998,2.0,-0.5638330821988146,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.11938769703522449,0.004609343879815626
78.0,0,0,-0.4098118057381058,5,3.0,0,-0.743596211215475,2.0,0.9383059349905112,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0.03448472087862061,0.006601035679735958
245.0,1,0,-0.9673433812656865,5,1.0,1,-0.743596211215475,3.0,-0.8369492671423284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.057076196437716956,0.0034143287998634267
178.0,1,0,0.39551158113506624,5,1.0,0,-0.743596211215475,2.0,-0.4272749897270577,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0.018152848119273885,0.005918169919763273
205.0,0,0,-0.6576036170836972,5,1.0,1,-0.743596211215475,3.0,-0.9735073596140853,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.017014738519319412,0.0032436123598702554
388.0,1,0,0.14771976978947482,5,3.0,1,0.2804923872513998,2.0,-0.5638330821988146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.07283901439708644,0.01325897683946964
107.0,1,0,0.8910952038262491,5,1.0,1,1.8166252849517122,3.0,0.9383059349905112,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0.042451488078301944,0.004723154839811074
330.0,1,0,-1.586822909629665,5,1.0,1,-0.743596211215475,2.0,-1.246623544557599,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0279974961588801,0.007170090479713197
110.0,1,1,-0.5956556642472994,3,1.0,1,-0.23155191198203764,2.0,-0.2907168972553008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047629886758094805,0.014055653559437773
155.0,1,1,-1.0912392869384822,5,1.0,1,-0.743596211215475,2.0,-1.1100654520858422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.1093723325556251,0.03892334831844307
63.0,0,0,0.7671992981534533,5,1.0,0,-0.743596211215475,2.0,1.4845383048775387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1093723325556251,0.014681613839412735
116.998,0,1,-0.9673433812656865,5,1.0,0,-0.743596211215475,3.0,-0.9735073596140853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279974961588801,0.009673931599613043
295.0,1,0,0.519407486807862,5,1.0,0,2.3286695841851497,3.0,-0.15415880478354393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025322938598987082,0.008649632959654015
225.0,1,0,-0.5956556642472994,5,1.0,1,-0.743596211215475,3.0,-0.9735073596140853,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0.08000910487679963,0.006088886359756444
56.0,1,0,-1.2770831454476756,5,1.0,0,2.3286695841851497,2.0,1.074864027462268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042451488078301944,0.004723154839811074
111.0,1,1,-0.8434474755928908,5,1.0,0,-1.7676848096823499,3.0,-0.4272749897270577,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.057076196437716956,0.0054629260797814825
214.0,1,0,-0.347863852901708,3,1.0,0,0.2804923872513998,3.0,-0.5638330821988146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.11938769703522449,0.0002845273999886189
96.0,0,0,-1.586822909629665,5,1.0,0,-0.743596211215475,3.0,-0.017600712311787052,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0.1093723325556251,0.014681613839412735
139.0,0,0,0.8910952038262491,5,1.0,0,-0.743596211215475,2.0,-0.15415880478354393,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0.017014738519319412,0.005747453479770102
67.0,0,1,0.023823864116679114,5,1.0,0,-0.743596211215475,2.0,0.5286316575752404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279974961588801,0.009673931599613043
334.0,1,0,0.6433033924806576,5,1.0,0,0.2804923872513998,1.0,-0.7003911746705714,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.011551812439537927,0.006088886359756444
115.0,0,0,-0.347863852901708,5,1.0,1,-0.743596211215475,3.0,-0.9735073596140853,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0.047629886758094805,0.005292209639788312
210.0,0,0,-1.0912392869384822,5,2.0,1,-0.743596211215475,3.0,-1.1100654520858422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.047629886758094805,0.005292209639788312
109.99,1,1,-0.5956556642472994,3,1.0,1,-0.23155191198203764,2.0,-0.2907168972553008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047629886758094805,0.014055653559437773
240.0,1,0,0.14771976978947482,5,1.0,1,0.2804923872513998,2.0,-0.4272749897270577,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0.025322938598987082,0.008535821999658567
150.0,1,0,0.39551158113506624,5,1.0,1,0.7925366864848372,2.0,0.25551547263172675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.07283901439708644,0.01325897683946964
205.0,1,0,0.8910952038262491,5,1.0,0,0.7925366864848372,3.0,0.11895738015996983,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.07283901439708644,0.014055653559437773
180.0,0,0,0.14771976978947482,5,1.0,1,0.2804923872513998,2.0,-0.2907168972553008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04552438399817903,0.011210379559551585
99.0,1,0,1.5105747321902276,5,3.0,0,0.7925366864848372,3.0,1.3479802124057818,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0.07283901439708644,0.014055653559437773
205.0,0,0,-0.347863852901708,5,1.0,1,0.2804923872513998,2.0,-0.5638330821988146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08000910487679963,0.009161782279633528
98.0,0,0,1.5105747321902276,5,1.0,1,-0.743596211215475,2.0,0.25551547263172675,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0.08655323507653787,0.014112559039435498
135.0,0,0,0.023823864116679114,5,1.0,0,-0.743596211215475,3.0,-0.5638330821988146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08000910487679963,0.019689296079212427
650.0,1,0,-0.4098118057381058,5,2.0,1,4.888891080352336,3.0,-0.7003911746705714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.03602116883855915,0.0009104876799635805
197.0,1,0,0.8910952038262491,5,1.0,0,0.2804923872513998,2.0,0.25551547263172675,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0.03602116883855915,0.009275593239628977
345.0,1,0,-1.4629270039568694,5,1.0,1,0.2804923872513998,1.0,-1.1100654520858422,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0.014681613839412735,0.00887725487964491
75.0,0,0,0.7671992981534533,5,3.0,0,0.2804923872513998,2.0,1.6210963973492956,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.08000910487679963,0.006828657599726853
330.0,1,0,-0.347863852901708,5,3.0,1,0.2804923872513998,3.0,-0.4272749897270577,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.004893871279804245,0.0010812041199567519
315.0,1,0,0.6433033924806576,5,1.0,1,-0.743596211215475,1.0,-0.9735073596140853,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.057076196437716956,0.014852330279405907
26.0,0,1,-1.586822909629665,5,1.0,0,-1.2556405104489126,2.0,2.3038868597080797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047629886758094805,0.002902179479883913
580.0,1,0,-0.4717597585745037,5,2.0,0,2.3286695841851497,3.0,-0.5638330821988146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.025322938598987082,0.008649632959654015
620.0,0,1,0.8910952038262491,5,1.0,0,0.2804923872513998,2.0,1.074864027462268,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0.08000910487679963,0.00210550275991578
52.0,0,1,1.5105747321902276,5,1.0,0,-0.23155191198203764,2.0,0.6651897500469974,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.1093723325556251,0.03892334831844307
120.0,1,1,-0.5956556642472994,3,3.0,1,6.425023978052648,3.0,1.4845383048775387,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0.02151027143913959,0.00045524383998179026
85.009,0,0,2.7495337889181846,5,1.0,0,0.7925366864848372,2.0,1.211422119934025,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.057076196437716956,0.0002845273999886189
87.0,1,0,1.5105747321902276,5,3.0,0,0.7925366864848372,3.0,1.211422119934025,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0.07283901439708644,0.0105275137995789
95.0,0,0,1.5105747321902276,5,1.0,0,-0.743596211215475,2.0,0.5286316575752404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1093723325556251,0.01849428099926023
